from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count,title
1.43322E+15,TEEPR 趣味新聞,這男生不得奧斯卡就太沒天理了,2016-12-20T14:01:03+0000,link,http://www.teepr.com/617335/jonhsieh/17%e6%ad%b2%e7%9a%84%e7%94%b7%e5%ad%90%e8%ae%8a%e6%88%90%e6%a2%97%e5%9c%96/,1433215316907826_1926536890908997,5223,21,130,17歲的男生看到老師拿出的巨獸後，臉部表情就爆炸網路爆紅了！
1.43322E+15,TEEPR 趣味新聞,其實大嬸的反應最讓人感動！,2016-12-20T13:45:16+0000,link,http://www.teepr.com/617503/sharonlian/%e5%a5%b3%e5%90%8c%e5%bf%97%e6%b1%82%e5%a9%9a%e8%b7%af%e4%ba%ba%e9%a9%9a%e5%96%9c/,1433215316907826_1926531324242887,9739,10,206,他請攝影師拍下「姐姐跟女友求婚」的珍貴畫面，旁邊路人「真心驚喜表現」網友都感動哭了！
1.43322E+15,TEEPR 趣味新聞,他們眼中的世界,2016-12-20T13:30:31+0000,link,http://www.teepr.com/617374/sharonlian/%e9%bb%91%e8%89%b2%e5%b9%bd%e9%bb%98%e5%8b%95%e7%89%a9%e6%bc%ab%e7%95%ab/,1433215316907826_1926523834243636,6738,13,645,15張「深度黑色幽默」動物黑暗面漫畫。#4你上天堂後的處罰。
1.43322E+15,TEEPR 趣味新聞,背部有點暴力,2016-12-20T13:15:15+0000,link,http://www.teepr.com/617372/adrianchiang/%e5%81%a5%e7%be%8e%e7%89%88%e5%ad%90%e7%91%9c/,1433215316907826_1926511600911526,17918,88,422,韓國正妹「健美版周子瑜」身材完美到不行，最後一張「脫衣服」讓網友嚇到不要不要！
1.43322E+15,TEEPR 趣味新聞,跟我們想像的一點都不一樣,2016-12-20T13:00:55+0000,link,http://www.teepr.com/617206/sharonlian/%e4%b8%80%e5%a4%ab%e5%a4%9a%e5%a6%bb%e5%ae%b6%e5%ba%ad/,1433215316907826_1926487364247283,1828,13,38,他「娶5個老婆生24個小孩」極端到其他一夫多妻家庭都排斥，攝影師入家門拍到完美和諧氣氛！
1.43322E+15,TEEPR 趣味新聞,明明是叫素食餐啊！,2016-12-20T12:45:13+0000,link,http://www.teepr.com/617579/cindyleung/%e9%a3%9b%e6%a9%9f%e9%a4%90%e7%9b%92/,1433215316907826_1926476247581728,5870,113,332,她在飛機上一打開餐盒就看到「烤到焦黑的GG」被嚇壞！網友：「可能是空姐在飛機上把…」
1.43322E+15,TEEPR 趣味新聞,范冰冰這樣EQ太高了,2016-12-20T12:30:29+0000,link,http://www.teepr.com/617417/jonhsieh/%e8%8c%83%e5%86%b0%e5%86%b0p%e5%9c%96%e8%a2%ab%e9%85%b8%e4%b8%8a%e5%82%b3%e7%9c%9f%e5%af%a6%e7%85%a7/,1433215316907826_1926466507582702,14803,86,191,范冰冰P圖被酸後，霸氣怒傳9張「最真實未修圖」照片回酸網友！
1.43322E+15,TEEPR 趣味新聞,這是真的,2016-12-20T12:15:15+0000,link,http://www.teepr.com/617418/adrianchiang/%e6%b5%aa%e6%bc%ab%e6%84%9b%e6%84%9b%e6%9c%9f%e6%9c%9b%e8%88%87%e7%8f%be%e5%af%a6%e5%b7%ae%e8%b7%9d/,1433215316907826_1926459380916748,954,7,20,9個把愛愛想像得越美好「現實只會越悲慘」的爆笑案例，1#你一定也被色色片誤導了！
1.43322E+15,TEEPR 趣味新聞,這真的很不OK,2016-12-20T12:00:45+0000,link,http://www.teepr.com/617541/jonhsieh/%e4%b8%ad%e5%9c%8b%e9%ac%a7%e6%b4%9e%e6%88%bf%e7%bf%92%e4%bf%97%e8%b6%85%e6%81%90%e6%80%96/,1433215316907826_1926454420917244,5059,291,244,新娘被親戚脫衣、亂摸、亂揉、「強暴」，中國「鬧洞房」習俗讓外國人準備報警！
1.43322E+15,TEEPR 趣味新聞,太聰明也是種詛咒,2016-12-20T11:45:10+0000,link,http://www.teepr.com/617236/cindyleung/18%e6%9c%88%e5%a4%a7%e5%b0%b1%e6%9c%83%e5%bf%b5%e6%9b%b8%e7%9a%8414%e6%ad%b2%e7%a5%9e%e7%ab%a5%e3%80%8c%e6%99%ba%e5%95%86178%e3%80%8d%e8%88%89%e6%a7%8d%e8%87%aa%e6%ae%ba%e6%b2%92%e6%9c%89%e6%8a%91/,1433215316907826_1926448337584519,16730,235,736,18月大就會念書的14歲神童「智商178」舉槍自殺沒有抑鬱跡象，媽媽透露：「他知道自己是時候離開。」
1.43322E+15,TEEPR 趣味新聞,這狗仔太不專業了,2016-12-20T11:30:29+0000,link,http://www.teepr.com/617361/cindyleung/%e4%b9%8b%e5%89%8d%e7%8b%97%e4%bb%94%e7%88%86%e5%8a%89%e6%84%b7%e5%a8%81%e8%b7%9f%e7%8e%8b%e9%b7%97%e9%96%8b%e6%88%bf%e5%87%ba%e8%bb%8c%ef%bc%8c%e7%8f%be%e5%9c%a8%e7%88%86%e5%8f%aa%e6%98%af%e6%83%b3/,1433215316907826_1926444850918201,1292,8,5,之前狗仔爆劉愷威跟王鷗開房出軌，現在爆只是想要逼「楊冪承認離婚」！
1.43322E+15,TEEPR 趣味新聞,這真的太強了,2016-12-20T11:15:23+0000,link,http://www.teepr.com/612941/cindyleung/%e7%b6%b2%e5%8f%8b%e6%b1%82%e6%95%91%e5%a6%82%e4%bd%95%e3%80%8c%e5%9c%a8%e5%8f%b0%e5%8c%97%e7%94%a8500%e5%85%83%e7%94%9f%e5%ad%9810%e5%a4%a9%e3%80%8d%ef%bc%8c%e7%9c%81%e9%8c%a2%e9%81%94%e4%ba%ba/,1433215316907826_1926440307585322,9984,96,340,網友求救如何「在台北用500元生存10天」，省錢達人的「秘訣」讓網友跪到膝蓋破了…
1.43322E+15,TEEPR 趣味新聞,小屁孩直接被摧毀,2016-12-20T11:00:41+0000,link,http://www.teepr.com/617387/angelpan/4%e5%a5%a7%e5%ae%a2%e5%b1%81%e5%ad%a9%e8%b7%9f%e5%9c%98%e5%a4%a7%e9%ac%a73%e5%a4%a9%e9%82%84%e6%9c%9d%e9%a0%98%e9%9a%8a%e3%80%8c%e6%bd%91%e5%8f%af%e6%a8%82%e3%80%8d%e5%97%86%e8%81%b2/,1433215316907826_1926435877585765,8844,73,258,奧客屁孩跟團大鬧3天還「朝領隊怒潑可樂」嗆聲，結果領隊默默「把外套脫掉」屁孩立刻秒閉嘴…
1.43322E+15,TEEPR 趣味新聞,這一點都不科學,2016-12-20T10:40:11+0000,link,http://www.teepr.com/617453/jonhsieh/71%e6%ad%b2%e6%bd%98%e8%bf%8e%e7%b4%ab%e9%87%8d%e8%bf%94%e5%be%ae%e5%8d%9a/,1433215316907826_1926430397586313,4661,66,187,71歲潘迎紫重返微博，首發廣告幕後美腿照讓網友回「17歲才對吧？！」
1.43322E+15,TEEPR 趣味新聞,好詭異的生物！,2016-12-20T10:20:07+0000,link,http://www.teepr.com/617630/jonhsieh/%e6%9c%89%e8%91%973%e5%84%84%e5%b9%b4%e6%ad%b7%e5%8f%b2%e7%9a%84%e6%b4%bb%e5%8c%96%e7%9f%b3%e9%ac%bc%e9%af%8a%e7%94%9f%e6%ae%96%e5%99%a8%e9%95%b7%e8%87%89%e4%b8%8a/,1433215316907826_1926425230920163,16179,90,1361,3億年歷史的活化石「鬼鯊」臉部有圖案，「生殖器長臉上」超驚奇！
1.43322E+15,TEEPR 趣味新聞,會氣到吐血,2016-12-20T10:01:21+0000,link,http://www.teepr.com/612216/adrianchiang/%e4%b8%80%e5%b9%b4%e7%a9%8d%e8%93%84%e5%85%a8%e8%a2%ab%e5%85%92%e5%ad%90%e6%89%93%e8%b3%9e%e9%81%8a%e6%88%b2%e5%af%a6%e6%b3%81%e4%b8%bb/,1433215316907826_1926420070920679,5315,68,94,清寒爸媽辛苦存14萬卻領不出錢，悲慘發現全被兒子「拿去孝敬」遊戲主播！
1.43322E+15,TEEPR 趣味新聞,狗狗不輸人類兄弟姊妹！,2016-12-20T09:40:13+0000,link,http://www.teepr.com/615092/jonhsieh/36%e5%bc%b5%e8%b6%85%e8%90%8c%e5%b0%8f%e5%ad%a9%e8%88%87%e5%a4%a7%e7%8b%97/,1433215316907826_1926412054254814,5017,14,298,36張超萌小孩與大狗合照，會讓人看到「狗狗比人更好」！
1.43322E+15,TEEPR 趣味新聞,不一定要生孩子啊，並不是理所當然,2016-12-20T09:20:16+0000,link,http://www.teepr.com/615090/jonhsieh/%e4%bb%80%e9%ba%bc%e6%99%82%e5%80%99%e6%89%8d%e8%a6%81%e7%94%9f%e5%b0%8f%e5%ad%a9%e5%a4%ab%e5%a9%a6po%e8%b6%85%e8%90%8c%e7%85%a7%e7%89%87/,1433215316907826_1926408277588525,1517,11,24,不想再被煩說「什麼時候才要生小孩」，這對夫婦PO超萌照片回擊！
1.43322E+15,TEEPR 趣味新聞,感覺在買六合彩呢,2016-12-20T09:01:07+0000,link,http://www.teepr.com/615532/cindyleung/%e7%b6%b2%e5%8f%8b%e5%9c%a8%e6%b7%98%e5%af%b6%e8%b2%b7%e5%90%b9%e9%a2%a8%e6%a9%9f%e4%b8%80%e6%89%93%e9%96%8b%e8%ae%8a%e3%80%8c%e5%99%b4%e7%81%ab%e6%ad%a6%e5%99%a8%e3%80%8d%e8%b6%85%e5%8f%af%e6%80%95/,1433215316907826_1926400907589262,2219,33,70,網友在淘寶買吹風機一打開變「噴火武器」超可怕！網友：「做菜防身又可取暖！」
1.43322E+15,TEEPR 趣味新聞,好過分！,2016-12-20T08:30:12+0000,link,http://www.teepr.com/617586/angelpan/%e8%aa%a0%e5%af%a6%e5%95%86%e5%ba%97%e6%9a%ab%e5%81%9c%e7%87%9f%e6%a5%ad/,1433215316907826_1926393124256707,2626,44,40,「誠實商店」驚傳撐不下去停業！最壞榜樣「媽媽帶孩子偷東西」慘壓垮老闆！
1.43322E+15,TEEPR 趣味新聞,你看得出來嗎？,2016-12-20T08:00:18+0000,link,http://www.teepr.com/617595/jonhsieh/36%e5%bc%b5%e8%a2%ab%e5%ae%ae%e5%b4%8e%e9%a7%bf%e8%b7%9f%e6%8f%90%e5%a7%86%e6%b3%a2%e9%a0%93%e9%a2%a8%e6%a0%bc%e6%8f%92%e7%95%ab/,1433215316907826_1926387040923982,18715,73,2543,36張有智慧的人才能看懂的「宮崎駿風格」心靈深度插畫！
1.43322E+15,TEEPR 趣味新聞,真正確定了,2016-12-20T07:30:09+0000,link,http://www.teepr.com/617452/angelpan/%e5%b7%9d%e6%99%ae%e8%b4%8f%e7%be%8e%e5%9c%8b%e9%81%b8%e8%88%89%e4%ba%ba%e5%9c%98%e7%a2%ba%e5%ae%9a%e7%95%b6%e9%81%b8/,1433215316907826_1926378180924868,1909,5,5,川普確定正式當選總統，但選舉人團「跑票人數」卻創下歷史新高！
1.43322E+15,TEEPR 趣味新聞,好可惡！,2016-12-20T07:00:47+0000,link,http://www.teepr.com/615342/angelpan/%e5%b8%b6%e7%8b%97%e7%8b%97%e5%8e%bb%e5%89%b2%e9%9b%99%e7%9c%bc%e7%9a%ae%e6%9a%b4%e6%96%83/,1433215316907826_1926365677592785,2269,102,85,主人嫌狗狗「眼睛太小、皮太皺」竟強迫「割雙眼皮」！狗狗慘暴斃…
1.43322E+15,TEEPR 趣味新聞,好棒！,2016-12-20T06:00:14+0000,link,http://www.teepr.com/617415/jonhsieh/%e9%bc%8e%e6%b3%b0%e8%b1%90%e5%ae%a3%e5%b8%83%e5%85%a8%e5%8f%b010%e5%88%86%e5%ba%97%e9%81%8e%e5%b9%b4%e4%bc%91%e5%ba%97/,1433215316907826_1926342510928435,12907,122,354,為了讓員工回家過年「損失千萬」，鼎泰豐宣布全台10分店「除夕、初一暫停營業」！
1.43322E+15,TEEPR 趣味新聞,全世界男人都哭泣了,2016-12-20T05:00:11+0000,link,http://www.teepr.com/617362/angelpan/%e7%91%aa%e6%a0%bc%e7%be%85%e6%af%94%e5%ae%8c%e5%a9%9a/,1433215316907826_1926319350930751,6526,16,97,「小丑女」瑪格羅比驚爆「秘密辦婚禮」美到炸！老公是最完美的男人！
1.43322E+15,TEEPR 趣味新聞,太潮了？！,2016-12-20T04:30:22+0000,link,http://www.teepr.com/612631/sharonlian/%e5%85%92%e5%ad%90%e5%89%aa%e9%a0%ad%e9%ab%ae%e5%be%8c%e8%80%81%e7%88%b8%e5%a4%b1%e6%a5%ad/,1433215316907826_1926308830931803,4399,18,62,他們幫兒子剪的髮型太潮，結果老爸就因此失業了…
1.43322E+15,TEEPR 趣味新聞,影片真的恐怖...(慎入),2016-12-20T04:00:11+0000,link,http://www.teepr.com/617353/jonhsieh/%e4%bf%84%e5%9c%8b%e9%a7%90%e5%9c%9f%e8%80%b3%e5%85%b6%e5%a4%a7%e4%bd%bf%e9%81%ad%e5%b0%84%e6%ae%ba/,1433215316907826_1926300020932684,9691,108,434,新聞：俄國大使在眾人面前被射殺，兇手是22歲警察！（刺殺影片）
1.43322E+15,TEEPR 趣味新聞,最自然的顏料！,2016-12-20T03:00:38+0000,link,http://www.teepr.com/616104/juliewu/28%e5%80%8b%e8%b6%85%e7%8b%82%e8%90%bd%e8%91%89%e8%97%9d%e8%a1%93%e5%93%81/,1433215316907826_1926280137601339,13326,38,666,28個證明日本人94狂的「超美落葉藝術品」，#11皮卡丘超Q的！
1.43322E+15,TEEPR 趣味新聞,這教育太恐怖了吧？,2016-12-20T02:00:50+0000,link,http://www.teepr.com/616862/jonhsieh/%e6%9c%a8%e6%9d%91%e6%8b%93%e5%93%89%e5%a4%a7%e5%a5%b3%e5%85%92%e8%88%87%e4%b8%96%e9%9a%94%e7%b5%95/,1433215316907826_1926257887603564,3641,9,40,木村拓哉15歲的大女兒被爆料「被管很兇」！只能用古董PHS手機還不是最慘的。
1.43322E+15,TEEPR 趣味新聞,我們已經走進未來了,2016-12-20T01:00:51+0000,link,http://www.teepr.com/617033/sharonlian/%e6%88%91%e5%80%91%e5%b7%b2%e7%b6%93%e6%b4%bb%e5%9c%a8%e6%9c%aa%e4%be%86/,1433215316907826_1926238064272213,3938,7,374,22張證明「我們已經活在未來」的不可能照片。#18讓你覺得自己超老！
1.43322E+15,TEEPR 趣味新聞,原因很明顯,2016-12-20T00:00:55+0000,link,http://www.teepr.com/523458/juliewu/18%e5%80%8b%e7%94%b7%e5%a5%b3%e7%94%9f%e7%9a%84%e5%b7%ae%e5%88%a5/,1433215316907826_1926223637606989,12970,66,562,18張照片證明男生女生要一樣真的比登天還難！#11就是為什麼女生常常被男生氣死的原因。
1.43322E+15,TEEPR 趣味新聞,海底補妝！,2016-12-19T23:01:07+0000,link,http://www.teepr.com/524348/juliewu/%e6%94%9d%e5%bd%b1%e5%b8%ab%e5%9c%a8%e6%b0%b4%e5%ba%95%e6%8d%95%e6%8d%89%e7%be%8e%e9%ba%97%e7%9a%84%e5%a9%9a%e7%b4%97%e7%85%a7/,1433215316907826_1926207664275253,10408,74,882,10張會讓大多數夫妻想要重拍婚紗照的「真正完美海底婚紗照」。在海底補妝那張美到不行了！
1.43322E+15,TEEPR 趣味新聞,可以嗎？！,2016-12-19T18:01:18+0000,link,http://www.teepr.com/523686/juliewu/%e4%bb%96%e6%8a%8a%e6%b1%bd%e8%bb%8a%e8%bc%aa%e8%83%8e%e6%8f%9b%e6%88%90%e8%85%b3%e8%b8%8f%e8%bb%8a%e8%bc%aa%e8%83%8e%e5%81%9a%e5%af%a6%e9%a9%97%ef%bc%8c%e6%98%af%e5%90%a6%e8%83%bd%e6%89%bf%e5%8f%97/,1433215316907826_1926107174285302,3354,15,118,他把汽車輪胎改成腳踏車輪胎想知道有沒有辦法行駛，當發動開始前進時…！
1.43322E+15,TEEPR 趣味新聞,好霸氣的雞,2016-12-19T17:01:22+0000,link,http://www.teepr.com/521787/juliewu/%e5%85%ac%e9%9b%9e%e7%82%ba%e4%ba%86%e8%83%bd%e8%b5%b0%e8%b7%af%e6%8a%8a%e8%87%aa%e5%b7%b1%e7%9a%84%e8%85%b3%e7%88%aa%e7%b5%a6%e5%95%84%e6%8e%89/,1433215316907826_1926086670954019,2913,29,86,霸氣公雞把自己的左腳爪給殘忍啄掉，看他走路模樣才發現「這是雞神」！
1.43322E+15,TEEPR 趣味新聞,看得超紓壓～,2016-12-19T16:01:26+0000,link,http://www.teepr.com/616479/edwardliu/%e6%a5%b5%e5%93%81%e5%a4%a7%e7%90%86%e7%9f%b3%e8%9b%8b%e7%b3%95/,1433215316907826_1926066764289343,6287,41,363,30幾個光看就比按摩還爽的「極品大理石蛋糕」。
1.43322E+15,TEEPR 趣味新聞,感覺有點可惡,2016-12-19T15:40:16+0000,link,http://www.teepr.com/617062/jonhsieh/%e5%8f%b2%e4%b8%8a%e6%9c%80%e6%81%90%e6%80%96%e7%9a%84%e8%b1%ac%e9%a0%ad%e4%ba%a4%e6%8f%9b%e7%a6%ae%e7%89%a9/,1433215316907826_1926058997623453,714,12,19,史上最恐怖的「交換禮物」，抽到的人還一定得「親下去」…
1.43322E+15,TEEPR 趣味新聞,這法官太棒了！,2016-12-19T15:20:16+0000,link,http://www.teepr.com/617126/cindyleung/%e5%bf%83%e7%90%86%e5%89%b5%e5%82%b7%e9%80%80%e4%bc%8d%e8%bb%8d%e4%ba%ba%e8%83%8c%e5%8f%9b%e9%97%9c%e7%9b%a3%e7%8d%84%ef%bc%8c%e6%99%9a%e4%b8%8a%e6%8b%8d%e5%88%b0%e3%80%8c%e6%b3%95%e5%ae%98%e6%82%84/,1433215316907826_1926048994291120,1104,5,0,心理創傷退伍軍人被叛關監獄，晚上拍到「法官悄悄的去他牢房」超感人！
1.43322E+15,TEEPR 趣味新聞,很棒的一對情侶！,2016-12-19T15:01:02+0000,link,http://www.teepr.com/616750/cindyleung/%e9%83%ad%e6%9b%b8%e7%91%a4%e7%8f%be%e5%9c%a8%e3%80%8c%e4%b8%8d%e6%89%93%e7%ae%97%e7%b5%90%e5%a9%9a%e3%80%8d%e5%ab%81%e7%b5%a6%e4%ba%a4%e5%be%804%e5%b9%b4%e7%9a%84%e9%87%91%e9%99%bd%e5%8e%9f%e5%9b%a0/,1433215316907826_1926040574291962,3893,4,19,郭書瑤現在「不打算結婚」嫁給交往4年的金陽原因曝光！她坦白：「沒有把握…」
1.43322E+15,TEEPR 趣味新聞,死的應該要是他？,2016-12-19T14:45:16+0000,link,http://www.teepr.com/616959/sharonlian/%e5%b7%b4%e8%a5%bf%e8%b6%b3%e7%90%83%e9%9a%8a%e7%a9%ba%e9%9b%a3%e5%80%96%e5%ad%98%e7%90%83%e5%93%a1%e9%a6%96%e4%ba%a4%e4%bb%a3%e7%95%b6%e6%99%82%e7%9c%9f%e7%9b%b8%ef%bc%8c%e6%b4%bb%e4%b8%8b%e4%be%86/,1433215316907826_1926033270959359,17767,36,422,巴西足球隊空難倖存球員首交代當時真相，活下來只因「最後一刻換了座位」，還爆「機師貪婪惹的禍」
1.43322E+15,TEEPR 趣味新聞,大家次數要控制好啊,2016-12-19T14:30:33+0000,link,http://www.teepr.com/616872/cindyleung/%e6%b8%af%e7%94%b7%e4%b8%ad%e5%ad%b8%e9%96%8b%e5%a7%8b%e6%b2%89%e8%bf%b7%e6%89%8b%e6%b7%ab%ef%bc%8c%e6%af%8f%e5%a4%a95%e6%ac%a1%e3%80%8c%e9%9b%9e%e9%9b%9e%e6%95%85%e9%9a%9c%e3%80%8d%ef%bc%81/,1433215316907826_1926021460960540,3075,243,136,港男中學開始沉迷手淫，每天5次「雞雞故障」！
1.43322E+15,TEEPR 趣味新聞,現在變得有多正了呢？！,2016-12-19T14:15:18+0000,link,http://www.teepr.com/617079/sharonlian/%e8%8e%89%e4%ba%9e%e8%bf%aa%e6%a1%91%e7%9d%bd%e9%81%95%e5%8d%81%e5%b9%b4%e6%80%a7%e6%84%9f%e5%af%ab%e7%9c%9f/,1433215316907826_1926014217627931,3146,23,78,混血女神莉亞迪桑拍攝「睽違10年性感寫真」，現在30歲火辣程度又大大升級了！
1.43322E+15,TEEPR 趣味新聞,玩大家來找碴的概念,2016-12-19T14:00:57+0000,link,http://www.teepr.com/616825/cindyleung/%e8%8c%83%e5%86%b0%e5%86%b0p%e5%9c%96%e9%9c%b2%e9%a4%a1%e8%a2%ab%e6%8a%93%e5%8c%85%e3%80%8c%e6%af%8f%e5%bc%b5%e5%9c%96%e9%83%bd%e8%b6%85%e6%98%8e%e9%a1%af%e3%80%8d%ef%bc%81%e7%b6%b2%e5%8f%8b%e9%82%84/,1433215316907826_1926007317628621,2466,28,34,范冰冰P圖露餡被抓包「每張圖都超明顯」！網友還扯到蒼井空老師…
1.43322E+15,TEEPR 趣味新聞,了不起的奇女子！,2016-12-19T13:45:15+0000,link,http://www.teepr.com/616978/adrianchiang/%e6%bd%98%e7%b4%a0%e5%bc%b5%e4%bc%af%e9%a7%92%e6%84%9b%e6%83%85%e5%b1%b1%e6%b0%b4%e7%95%ab%e4%b8%ad%e5%9c%8b%e7%95%ab%e5%ae%b6/,1433215316907826_1925999024296117,9378,30,584,她從小被繼母賣給妓院「遇見一生摯愛」，10年後成為 「連英國首相都臣服」的中國美女畫家「潘素」！
1.43322E+15,TEEPR 趣味新聞,安潔莉納裘莉好猛...,2016-12-19T13:30:28+0000,link,http://www.teepr.com/615973/juliewu/20%e5%80%8b%e6%98%8e%e6%98%9f%e7%a0%b4%e8%99%95%e5%b9%b4%e9%bd%a1/,1433215316907826_1925993947629958,11193,81,368,20個太早破處的大明星和他們的「破處年齡」，#8安潔莉納裘莉的第一次超詭異！
1.43322E+15,TEEPR 趣味新聞,最了不起的媽媽！而且還有正確觀念,2016-12-19T13:15:13+0000,link,http://www.teepr.com/616952/cindyleung/%e5%a4%a7%e9%99%b8%e7%94%b7%e6%98%9f%e6%af%8d%e8%a6%aa%e9%9d%a0%e3%80%8c%e6%92%bf%e5%9e%83%e5%9c%be%e3%80%8d%e6%94%af%e6%92%90%e6%95%b4%e5%80%8b%e5%ae%b6%e5%ba%ad%ef%bc%8c%e4%bb%96%e7%9a%84%e6%95%85/,1433215316907826_1925984844297535,5260,20,204,他的成就是母親靠「撿垃圾」撿出來的！當時窮到媽媽只能把橘子汁擠出塗在臉上。
1.43322E+15,TEEPR 趣味新聞,有點變態的感覺...跟自己嗎？,2016-12-19T13:00:49+0000,link,http://www.teepr.com/616669/jonhsieh/%e6%83%85%e4%be%b6%e9%95%b7%e5%be%97%e5%a4%aa%e5%83%8f%e4%ba%86/,1433215316907826_1925979760964710,3934,33,70,這對情侶根本就是「雙胞胎」！讓網友們看完後表示「不舒服…」
