from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count,title
1.43322E+15,TEEPR 趣味新聞,已經猛到全國爆紅,2016-12-11T13:15:07+0000,link,http://www.teepr.com/611826/jonhsieh/%e6%b8%b8%e6%b3%b3%e6%b1%a0%e6%97%81%e9%82%8a%e6%93%a0%e5%b7%a8%e7%97%98/,1433215316907826_1921331908096162,6494,209,505,朋友發現她背上有顆巨痘，當場喝酒麻醉「一壓超大痘痘直接變成最狂拋物線」紅遍全國！
1.43322E+15,TEEPR 趣味新聞,這頻道太威了,2016-12-11T13:00:28+0000,link,http://www.teepr.com/611940/angelpan/%e8%87%89%e6%9b%b8%e7%b2%89%e7%b5%b2%e9%a0%81ppav%e8%87%aa%e5%8b%95%e6%8e%a8%e6%92%ad%e6%84%9b%e6%84%9b%e7%89%87/,1433215316907826_1921320841430602,3041,203,387,加神祕臉書帳號「每天送3部A.片」不用錢！輸入「%+女優」服務好到無法出門…
1.43322E+15,TEEPR 趣味新聞,好恐怖的代價,2016-12-11T12:45:07+0000,link,http://www.teepr.com/611876/jonhsieh/%e7%89%99%e9%86%ab%e5%b0%87%e6%89%80%e6%9c%89%e7%89%99%e9%bd%92%e5%85%a8%e9%83%a8%e6%8b%94%e5%85%89/,1433215316907826_1921313228098030,4048,193,371,牙醫將所有牙齒「全部拔光」再植新牙，血腥手術讓人看到愛美是要犧牲的…
1.43322E+15,TEEPR 趣味新聞,真的很漂亮！,2016-12-11T12:30:14+0000,link,http://www.teepr.com/611815/angelpan/%e5%a5%88%e5%a8%81%e8%a8%82%e5%a9%9a/,1433215316907826_1921306154765404,9483,33,127,《哈利波特》奈威驚爆訂婚了！兩人因《哈利波特》定情「未婚妻正到爆」不輸妙麗！
1.43322E+15,TEEPR 趣味新聞,整完後是挺像的,2016-12-11T12:15:09+0000,link,http://www.teepr.com/611887/jonhsieh/19%e6%ad%b2%e5%a5%b3%e5%a4%a7%e7%94%9f%e5%8b%95%e5%88%80%e8%ae%8a%e6%88%90%e5%8a%89%e4%ba%a6%e8%8f%b2/,1433215316907826_1921296188099734,8409,192,184,19歲女大生太迷偶像，決定「動刀變成劉亦菲」整完後真的很像！
1.43322E+15,TEEPR 趣味新聞,真正女泰山現在什麼模樣了？,2016-12-11T12:00:23+0000,link,http://www.teepr.com/611898/angelpan/%e6%b3%b0%e5%b1%b1%e7%9c%9f%e4%ba%ba%e7%89%88%e6%b3%95%e5%9c%8b%e5%a5%b3%e5%ad%a9%e8%92%82%e7%9a%ae/,1433215316907826_1921290378100315,17048,78,636,當年在非洲與獵豹大象一起長大的「泰山女孩」，現在26歲的她「拍紀錄片」很漂亮！
1.43322E+15,TEEPR 趣味新聞,你回答得了嗎？！,2016-12-11T11:45:07+0000,link,http://www.teepr.com/611214/cindyleung/%e5%8f%aa%e8%a6%81%e5%9b%9e%e7%ad%94%e9%80%9910%e5%80%8b%e5%95%8f%e9%a1%8c%e5%b0%b1%e8%83%bd%e6%ba%96%e7%a2%ba%e7%9c%8b%e5%87%ba%e4%bd%a0%e5%88%b0%e5%ba%95%e3%80%8c%e9%82%8f%e8%bc%af%e6%9c%89%e5%a4%9a/,1433215316907826_1921284198100933,6538,491,891,只要回答這10個問題就能準確看出你到底「邏輯有多強」！90%的人第1題就已經答錯了…
1.43322E+15,TEEPR 趣味新聞,真的太棒了！,2016-12-11T11:30:27+0000,link,http://www.teepr.com/610210/cindyleung/%e5%a5%b9%e6%8a%b1%e6%80%a8%e5%ae%b6%e8%a3%a1%e6%b5%b4%e5%ae%a4%e8%80%81%e6%98%af%e8%a2%ab%e5%8d%a0%e7%94%a8%ef%bc%8c%e7%a5%9e%e7%b4%9a%e5%ae%8c%e7%be%8e%e8%80%81%e5%85%ac%e8%81%bd%e5%88%b0%e5%be%8c2/,1433215316907826_1921276671435019,3607,21,78,她抱怨家裡浴室老是被占用，神級完美老公聽到後2天內把衣櫥改造成「完美女生基地」女生都想嫁！
1.43322E+15,TEEPR 趣味新聞,快來看看該怎麼戴！,2016-12-11T11:15:19+0000,link,http://www.teepr.com/605882/sharonlian/%e4%b8%8d%e5%90%8c%e8%87%89%e5%9e%8b%e4%ba%ba%e6%9c%80%e9%81%a9%e5%90%88%e7%9a%84%e5%b8%bd%e5%ad%90/,1433215316907826_1921269808102372,386,2,28,以下是「5種不同臉型人」最適合戴的帽款。長方型臉的人「這樣戴」才最有型！
1.43322E+15,TEEPR 趣味新聞,女生自己讓人生辛苦？,2016-12-11T11:00:19+0000,link,http://www.teepr.com/611922/jonhsieh/hebe%e6%bc%94%e5%94%b1%e6%9c%83%e8%99%a7%e4%bb%96%e8%aa%aa%e5%a5%bd%e4%be%b6/,1433215316907826_1921261808103172,1368,1,2,Hebe演唱會虧「她說好」情侶，說女方「讓自己人生辛苦」！
1.43322E+15,TEEPR 趣味新聞,有姊妹就是好～,2016-12-11T10:40:06+0000,link,http://www.teepr.com/611971/jonhsieh/hebe%e6%bc%94%e5%94%b1%e6%9c%83selina%e6%8b%bf%e8%b5%b7%e9%ba%a5%e5%85%8b%e9%a2%a8%e9%a6%ac%e4%b8%8a%e5%93%ad/,1433215316907826_1921252788104074,2625,0,7,Hebe演唱會上Selina拿起麥克風說第一句話時，「眼淚秒落下」！
1.43322E+15,TEEPR 趣味新聞,加油！,2016-12-11T10:20:06+0000,link,http://www.teepr.com/611823/angelpan/%e9%83%ad%e4%b8%96%e5%80%ab%e6%ad%b7%e7%b6%93%e5%91%bc%e9%ba%bb%e6%89%be%e5%88%b0%e4%ba%8b%e6%a5%ad%e7%ac%ac%e4%ba%8c%e6%98%a5/,1433215316907826_1921243594771660,15913,132,233,「我們請不起你！」藝人郭世倫欠債3千萬，被直擊墾丁路邊擺攤「120K→30K」他很感謝！(附擺攤資訊)
1.43322E+15,TEEPR 趣味新聞,需要變成東方不敗嗎？,2016-12-11T10:00:54+0000,link,http://www.teepr.com/609641/sharonlian/10%e5%b9%b4%e6%b2%92%e6%84%9b%e6%84%9b%e6%b0%a3%e5%88%b0%e8%87%aa%e5%ae%ae/,1433215316907826_1921236428105710,2492,31,30,印度男子「長達10年沒愛愛」喝醉後找老婆求歡又遭拒，氣到「直接變成東方不拜」清醒後超崩潰…
1.43322E+15,TEEPR 趣味新聞,最讓人傷心的畫面...,2016-12-11T09:40:07+0000,link,http://www.teepr.com/611707/angelpan/%e4%b8%bb%e4%ba%ba%e8%88%87%e7%8b%97%e7%8b%97%e7%97%85%e5%ba%8a%e4%b8%8a%e9%81%93%e5%88%a5/,1433215316907826_1921229271439759,2288,6,24,主人再也回不了家「醫院破例」，跟心愛狗狗「最後的道別」20萬網友哭到心碎…
1.43322E+15,TEEPR 趣味新聞,換個包裝就讓自殺大幅下降！,2016-12-11T09:25:04+0000,link,http://www.teepr.com/611925/angelpan/%e8%8b%b1%e5%9c%8b%e6%ad%a2%e7%97%9b%e8%97%a5%e5%8c%85%e8%a3%9d%e6%94%b9%e5%b0%8f%e8%87%aa%e6%ae%ba%e7%8e%87%e9%99%8d%e4%bd%8e43/,1433215316907826_1921221348107218,3072,9,79,英國把「藥丸重新包裝」自殺率大幅降低43%！台灣也應該跟進！
1.43322E+15,TEEPR 趣味新聞,W...TF？！,2016-12-11T09:01:10+0000,link,http://www.teepr.com/608940/jonhsieh/28%e5%bc%b5wtf%e7%85%a7%e7%89%87/,1433215316907826_1921209588108394,1848,4,20,28張看完會「讓你一直搖頭說WTF」的WTFWTF照片。
1.43322E+15,TEEPR 趣味新聞,誠實的孩子,2016-12-11T08:30:28+0000,link,http://www.teepr.com/609575/jonhsieh/%e6%9c%89%e7%8b%99%e6%93%8a%e6%89%8b%e5%9c%a8%e9%96%80%e5%a4%96%e4%b8%8d%e8%83%bd%e4%b8%8a%e8%aa%b2/,1433215316907826_1921187501443936,2371,16,35,學生寄信跟老師說無法上課，因為「門外有狙擊手」…
1.43322E+15,TEEPR 趣味新聞,怎麼，湯不能喝嗎？！,2016-12-11T08:00:45+0000,link,http://www.teepr.com/610859/jonhsieh/%e5%a5%b9%e6%83%b3%e5%96%9d%e7%81%ab%e9%8d%8b%e6%b9%af%e6%99%82%e8%a2%ab%e4%b8%ad%e5%9c%8b%e5%90%8c%e5%ad%b8%e5%88%b6%e6%ad%a2/,1433215316907826_1921173228112030,2530,78,67,她想喝火鍋湯時被中國同學制止，緊張問：「台灣人都喝火鍋湯？！」
1.43322E+15,TEEPR 趣味新聞,看起來很兇，但...,2016-12-11T07:30:21+0000,link,http://www.teepr.com/611523/angelpan/40%e5%90%8d%e8%bb%8a%e5%8f%8b%e5%b9%ab%e5%8a%a9%e8%a2%ab%e9%9c%b8%e5%87%8c%e7%94%b7%e5%ad%a9/,1433215316907826_1921161341446552,21895,80,860,7歲男孩被霸凌到頭破血流，「看起來兇猛」40名暴走族衝上前「最溫柔手法」摧毀惡霸！
1.43322E+15,TEEPR 趣味新聞,貓咪會愛死你！,2016-12-11T07:00:45+0000,link,http://www.teepr.com/604835/angelpan/28%e5%80%8b%e8%b6%85%e7%82%ab%e5%ae%8c%e7%be%8e%e7%a6%ae%e7%89%a9/,1433215316907826_1921147471447939,2802,17,109,28個會讓喜歡可愛的人「卡刷爆」的萌爆商品，#22「獨角獸之淚」美到你捨不得送人！
1.43322E+15,TEEPR 趣味新聞,太可惡了！(非趣味),2016-12-11T06:00:11+0000,link,http://www.teepr.com/608151/jonhsieh/%e5%a5%b3%e5%ad%90%e9%82%8a%e7%ac%91%e9%82%8a%e5%b0%87%e8%b2%93%e5%be%9e3%e6%a8%93%e7%aa%97%e6%88%b6%e6%8b%8b%e5%87%ba/,1433215316907826_1921123054783714,689,33,6,可惡女子邊笑邊將貓從3樓窗戶拋出後，可惡到影片被Youtube刪除…(非趣味影片)
1.43322E+15,TEEPR 趣味新聞,是真的刪了,2016-12-11T05:30:20+0000,link,http://www.teepr.com/611742/jonhsieh/%e5%88%b0%e9%81%945%e5%8d%83%e8%90%ac%e4%ba%ba%e5%b0%b1%e5%88%aa%e9%99%a4%e5%b8%b3%e8%99%9f/,1433215316907826_1921112194784800,16331,127,339,最紅頻道PewDiePie遵守諾言「到達5千萬人就刪除帳號」，真的刪除了「但我們都被耍了」。
1.43322E+15,TEEPR 趣味新聞,年輕人都不想要約會，不想要戀愛了，跟《逃避雖可恥但很有用》很像,2016-12-11T05:00:34+0000,link,http://www.teepr.com/610280/sharonlian/%e4%ba%a4%e5%be%800%e5%a4%a9%e5%b0%b1%e7%9b%b4%e6%8e%a5%e7%b5%90%e5%a9%9a/,1433215316907826_1921100791452607,1552,24,47,日本社會崩壞，年輕族群現在都愛效法堀北真希「交往0天就直接結婚」！
1.43322E+15,TEEPR 趣味新聞,好猛！,2016-12-11T04:30:18+0000,link,http://www.teepr.com/610992/jonhsieh/%e7%88%ba%e7%88%ba%e6%9c%89%e4%b8%89%e6%98%9f%e7%b6%b2%e5%8f%8b%e9%83%bd%e5%9a%87%e5%88%b0%e4%b8%8d%e8%a6%81%e4%b8%8d%e8%a6%81%e7%9a%84/,1433215316907826_1921086541454032,6347,52,48,她問退伍的爺爺「中校12級退役大嗎？」，網友都跪了…
1.43322E+15,TEEPR 趣味新聞,好...好黑暗,2016-12-11T04:00:33+0000,link,http://www.teepr.com/611170/cindyleung/15%e5%bc%b5%e8%ae%93%e4%bd%a0%e4%b8%8b%e6%8a%8a%e6%8e%89%e5%9c%b0%e6%9d%bf%e7%9a%84%e3%80%8c%e7%a5%9e%e5%b1%95%e9%96%8b%e5%8f%af%e6%84%9b%e7%88%86%e7%ac%91%e5%8b%95%e7%89%a9%e3%80%8d%e6%bc%ab%e7%95%ab/,1433215316907826_1921073761455310,12201,55,930,15張讓你下把掉地板的「神展開可愛爆笑動物」漫畫！#11蜘蛛要換女朋友…
1.43322E+15,TEEPR 趣味新聞,其實很美耶,2016-12-11T03:30:19+0000,link,http://www.teepr.com/610729/valchou/%e7%be%a8%e6%85%95%e5%85%92%e5%ad%90%e5%a4%a9%e7%94%9f%e6%9c%89%e9%85%92%e7%aa%a9%ef%bc%8c%e8%b6%85%e7%8b%82%e5%aa%bd%e5%aa%bd%e8%8a%b1%e4%b8%8a%e8%90%ac%e3%80%8c%e5%89%b2%e5%87%ba%e3%80%8d%e7%88%86/,1433215316907826_1921057368123616,6568,103,152,羨慕兒子天生有酒窩，超狂媽媽花上萬「割出」爆驚悚人工酒窩！復原後超美！
1.43322E+15,TEEPR 趣味新聞,尷尬到爆掉...,2016-12-11T03:00:39+0000,link,http://www.teepr.com/610861/angelpan/30%e5%80%8b%e8%b6%85%e5%a4%b1%e6%95%97%e5%85%ac%e5%8f%b8%e6%b4%be%e5%b0%8d%e7%88%86%e7%ac%91%e8%b2%bc%e6%96%87/,1433215316907826_1921039961458690,8657,19,387,30個「讓你發覺自己有點無聊」的超爆笑辦公室故事。
1.43322E+15,TEEPR 趣味新聞,答案有點恐怖,2016-12-11T02:00:36+0000,link,http://www.teepr.com/611549/angelpan/%e6%9c%89%e5%93%aa%e4%b8%80%e5%9c%8b%e5%be%88%e8%a8%8e%e5%8e%ad%e5%8f%b0%e7%81%a3%e7%9a%84%e5%97%8e/,1433215316907826_1921008584795161,6221,171,124,網友問卦「哪一國最討厭台灣？」，鄉民推爆：「這國家超越中國！」
1.43322E+15,TEEPR 趣味新聞,透明！,2016-12-11T01:01:22+0000,link,http://www.teepr.com/611290/jonhsieh/20%e5%bc%b5%e6%a8%a1%e7%89%b9%e5%85%92%e8%88%87%e5%9c%b0%e6%a8%99%e5%ae%8c%e5%85%a8%e8%9e%8d%e5%90%88/,1433215316907826_1920985044797515,7621,11,183,20張「其實裡面有人」的超瘋狂模特兒與知名地標「完全融合」照片！
1.43322E+15,TEEPR 趣味新聞,也太萌了！,2016-12-11T00:01:02+0000,link,http://www.teepr.com/519438/lexychang/%e5%8d%97%e9%9f%93%e6%af%94%e7%86%8a%e7%8a%ac%e5%a4%9a%e9%87%8c/,1433215316907826_1920955404800479,10208,86,525,大家一開始看到這團棉花時還想說是誰弄掉了，結果看到棉花球「一抬起頭」時才發現是地表最萌驚喜！
1.43322E+15,TEEPR 趣味新聞,真的很猛,2016-12-10T23:00:38+0000,link,http://www.teepr.com/519289/angelpan/%e8%83%96%e5%88%b0192%e5%85%ac%e6%96%a4%e7%9a%8410%e5%8d%b0%e5%b0%bc%e7%94%b7%e7%ab%a5/,1433215316907826_1920930411469645,8487,147,227,這位印尼男童今年才10歲但「體重已經快破200公斤」！看到他的超扯下半身我才知道人類真的沒有極限…
1.43322E+15,TEEPR 趣味新聞,很可惡！,2016-12-10T18:00:53+0000,link,http://www.teepr.com/519165/sharonlian/%e4%b8%8d%e8%a6%81%e5%86%8d%e5%90%83%e9%ad%9a%e7%bf%85/,1433215316907826_1920757181486968,4147,64,698,記者原以為這些人是在屋頂鋪瓦，但近看後「血淋淋真相」會讓你對全人類沒有希望了…
1.43322E+15,TEEPR 趣味新聞,真的很漂亮！,2016-12-10T17:00:50+0000,link,http://www.teepr.com/518640/angelpan/19%e6%ad%b2%e5%a5%b3%e5%ad%a9%e8%87%aa%e5%ad%b8%e7%89%b9%e6%ae%8a%e5%8c%96%e5%a6%9d/,1433215316907826_1920724368156916,12228,67,758,19歲的她只花不到一年就學會「把人嚇到往生恐怖特效妝容」，她素顏爆炸美模樣可以直接當明星了！
1.43322E+15,TEEPR 趣味新聞,冷到海浪直接結冰！,2016-12-10T16:00:43+0000,link,http://www.teepr.com/611333/jonhsieh/%e4%bf%84%e5%9c%8b%e7%9a%84%e6%b9%96%e4%b8%8a%e5%86%b0%e6%b5%aa/,1433215316907826_1920680764827943,3573,3,72,俄國冬天爆冷到湖上出現「冰浪」奇景，慢慢越堆越高太吃驚了！(影片)
1.43322E+15,TEEPR 趣味新聞,沒想到會被狂PS,2016-12-10T15:40:12+0000,link,http://www.teepr.com/611320/jonhsieh/26%e5%bc%b5%e6%ab%83%e5%ad%90%e8%a3%9d%e7%9a%84%e5%be%88%e7%a9%a9p%e5%9c%96%e5%a4%a7%e8%b3%bd/,1433215316907826_1920669518162401,6243,18,163,26張他為了證明櫃子裝得「很穩」，被網友們瘋狂爆笑P圖藉！
1.43322E+15,TEEPR 趣味新聞,原來要這樣用！,2016-12-10T15:20:16+0000,link,http://www.teepr.com/611533/angelpan/%e9%a3%af%e5%ba%97%e6%94%be4%e9%a1%86%e6%9e%95%e9%a0%ad%e7%9a%84%e7%a7%98%e5%af%86%e3%80%80/,1433215316907826_1920656844830335,3315,23,276,這就是為什麼「飯店床上都放4個枕頭」！難怪每次都睡得這麼不舒服！
1.43322E+15,TEEPR 趣味新聞,有的時候學生已經變老師了,2016-12-10T15:00:42+0000,link,http://www.teepr.com/611077/angelpan/%e8%b6%85%e7%8b%82%e5%ad%b8%e7%94%9f%e8%81%af%e7%b5%a1%e7%b0%bf%e5%89%b5%e6%96%b0%e7%be%bd%e5%9a%b4/,1433215316907826_1920640851498601,4449,60,228,超狂學生聯絡簿自創「新羽嚴」，「佬屍」妙回：「擬珍適鈦添財惹」！另個老師被迫「每天來一詩」笑噴！
1.43322E+15,TEEPR 趣味新聞,全部父母都要小心！,2016-12-10T14:45:11+0000,link,http://www.teepr.com/610783/valchou/4%e5%80%8b%e6%96%b0%e6%89%8b%e7%88%b8%e5%aa%bd%e5%bf%85%e7%9c%8b%e3%80%8c0%e6%84%8f%e5%a4%96%e3%80%8d%e6%ba%96%e5%89%87/,1433215316907826_1920631011499585,841,4,51,「千萬別再給寶寶睡沙發！」13%死亡就在沙發附近。4大「寶寶零意外準則」新手爸媽必看！
1.43322E+15,TEEPR 趣味新聞,真的好美！,2016-12-10T14:30:20+0000,link,http://www.teepr.com/611292/jonhsieh/9%e5%bc%b5%e9%bb%91%e4%ba%ba%e6%a8%a1%e7%89%b9%e5%85%92%e9%87%8d%e6%8b%8d%e5%ae%a3%e5%82%b3%e7%85%a7/,1433215316907826_1920622148167138,19101,142,1018,9張黑人模特兒「重拍」各大品牌的宣傳照，讓人發現時尚界最大問題！
1.43322E+15,TEEPR 趣味新聞,男生都有錯誤的幻想呢,2016-12-10T14:15:12+0000,link,http://www.teepr.com/611373/jonhsieh/17%e5%bc%b5%e8%89%b2%e8%89%b2%e7%89%87%e8%88%87%e7%8f%be%e5%af%a6%e7%94%9f%e6%b4%bb%e6%af%94%e5%b0%8d/,1433215316907826_1920612671501419,5293,15,163,17張會讓你感到淡淡哀傷的爆笑「色色片與現實生活」比對圖！
1.43322E+15,TEEPR 趣味新聞,很不可思議的照片,2016-12-10T14:00:40+0000,link,http://www.teepr.com/611520/cindyleung/%e8%83%bd%e7%94%9f%e5%ad%98%e4%b8%8b%e4%be%86%e7%9a%84%e5%a6%93%e5%a5%b3%e6%98%af%e3%80%8c%e7%a5%9e%e3%80%8d%ef%bc%81%e9%80%99%e4%ba%9b%e3%80%8c%e7%be%8e%e5%9c%8b%e6%9c%80%e8%89%b2%e8%89%b2%e5%9f%8e/,1433215316907826_1920603604835659,2845,3,51,能生存下來的妓女是「神」！這些「美國最色色城市」照片會讓你覺得「性工作者的生活比明星更閃耀」！
1.43322E+15,TEEPR 趣味新聞,這麼近，就看不出是男是女了吧？,2016-12-10T13:45:11+0000,link,http://www.teepr.com/610850/angelpan/genderless_nipples%e8%a6%81%e4%bd%a0%e5%88%86%e8%be%a8%e7%94%b7%e5%a5%b3%e4%b9%b3%e9%a0%ad/,1433215316907826_1920586938170659,4257,168,262,「這些乳頭照」哪些是男生、哪些是女生，你看得出來嗎？如果分不出來，恭喜你！(非色情)
1.43322E+15,TEEPR 趣味新聞,毒舌評審聽出有更多潛力！,2016-12-10T13:30:19+0000,link,http://www.teepr.com/611224/jonhsieh/12%e6%ad%b2%e7%94%b7%e5%ad%a9%e8%a2%ab%e6%af%92%e8%9b%87%e8%a9%95%e5%af%a9%e5%96%8a%e5%81%9c/,1433215316907826_1920574654838554,13999,29,788,12歲男孩唱兩句被毒舌評審喊停說「你整個錯了，換一首！」，第二首狂到讓全場尖叫！
1.43322E+15,TEEPR 趣味新聞,真的好辛苦...,2016-12-10T13:15:09+0000,link,http://www.teepr.com/611129/valchou/%e3%80%8c%e6%af%8d%e6%84%9b%e6%b2%92%e6%9c%89%e6%a5%b5%e9%99%90%e3%80%8d%e7%9a%84%e6%9c%80%e5%a5%bd%e8%ad%89%e6%98%8e/,1433215316907826_1920558888173464,1914,1,26,這張「媽媽邊生小孩邊餵母奶」照，說出了全世界所有媽媽的心聲。
1.43322E+15,TEEPR 趣味新聞,可憐的孩子！,2016-12-10T13:00:31+0000,link,http://www.teepr.com/611470/cindyleung/%e5%8f%af%e6%86%90%e7%8b%97%e7%8b%97%e8%a2%ab%e7%99%bc%e7%8f%be%e8%a2%ab%e3%80%8c%e4%b8%8a%e8%90%ac%e5%8f%af%e6%80%95%e5%90%b8%e8%a1%80%e8%9f%b2%e3%80%8d%e6%85%a2%e6%85%a2%e5%90%83%e6%8e%89%ef%bc%8c/,1433215316907826_1920550511507635,18433,305,824,可憐狗狗被發現被「上萬可怕吸血蟲」慢慢吃掉，康復後變「超正」讓你嘴角上揚！
1.43322E+15,TEEPR 趣味新聞,WOW...真的是90%一樣，沒有誇大！,2016-12-10T12:45:09+0000,link,http://www.teepr.com/611428/angelpan/%e7%91%aa%e6%a0%bc%e7%be%85%e6%af%94%e9%9b%99%e8%83%9e%e8%83%8e/,1433215316907826_1920542034841816,9892,26,239,19歲小丑女雙胞胎「跟本尊99%相似度」，像到一天到晚被人「求婚」！(11張)
1.43322E+15,TEEPR 趣味新聞,美國想要醜化北韓？,2016-12-10T12:30:18+0000,link,http://www.teepr.com/611401/cindyleung/37%e5%bc%b5%e8%80%81%e5%a4%96%e8%b7%91%e5%88%b0%e5%8c%97%e9%9f%93%e6%84%8f%e5%a4%96%e6%8b%8d%e5%88%b0%e3%80%8c%e5%8c%97%e9%9f%93%e4%ba%ba%e5%85%b6%e5%af%a6%e9%81%8e%e5%be%97%e5%be%88%e4%b8%8d%e9%8c%af/,1433215316907826_1920533084842711,2611,67,50,37張美國其實不想讓你看到的「北韓人其實過得很不錯」照片！#25比台灣更豪華的啤酒節！
1.43322E+15,TEEPR 趣味新聞,恐怖！,2016-12-10T12:15:09+0000,link,http://www.teepr.com/610693/valchou/%e5%8d%b0%e5%ba%a6%e5%86%b0%e5%b7%9d%e6%b9%96%e7%99%bc%e7%8f%be%e3%80%8c%e7%99%be%e5%85%b7%e7%a5%9e%e7%a7%98%e9%aa%b7%e9%ab%8f%e3%80%8d/,1433215316907826_1920525958176757,5570,14,190,印度古老冰川湖驚現「堆滿200具神秘人類骨骸」，科學家證實：「日本士兵同時被女神殺害」！
1.43322E+15,TEEPR 趣味新聞,4:25處...好詭異,2016-12-10T12:00:32+0000,link,http://www.teepr.com/611399/angelpan/%e5%8f%b0%e7%81%a3%e5%9c%9f%e8%b1%aa%e5%a8%b6%e6%9d%b1%e5%90%b3%e6%ad%a3%e5%a6%b9/,1433215316907826_1920514988177854,5441,128,276,土豪哥3年前「娶長腿正妹」浪漫爆奢華「紅包磚塊一樣大」。4:25處網友說：「新娘鬼上身！」(影片)
1.43322E+15,TEEPR 趣味新聞,真的很變態...,2016-12-10T11:45:09+0000,link,http://www.teepr.com/611488/angelpan/%e6%97%a5%e6%9c%acav%e5%8f%b2%e4%b8%8a%e3%80%8c%e6%9c%80%e8%bc%95%e9%87%8f%e7%b4%9a%e3%80%8d%e7%9a%84%e5%a5%b3%e5%84%aa29%e5%85%ac%e6%96%a4%e5%83%8f%e5%b0%8f%e5%ad%b8%e7%94%9f/,1433215316907826_1920502861512400,5828,206,380,「143公分29公斤AV女優」衝擊出道！「根本小學生」網友驚呼：「上帝我有罪！」
1.43322E+15,TEEPR 趣味新聞,1:46是我看錯嗎！？,2016-12-10T11:30:18+0000,link,http://www.teepr.com/611599/jonhsieh/%e7%8c%a9%e7%90%83%e5%b4%9b%e8%b5%b7%e7%b5%82%e6%a5%b5%e6%b1%ba%e6%88%b0%e9%a0%90%e5%91%8a%e5%87%ba%e7%88%90/,1433215316907826_1920487598180593,5200,38,227,《猩球崛起：終極決戰》預告出爐，1:46人類與猩猩結盟了對抗人類？！
1.43322E+15,TEEPR 趣味新聞,哈哈哈！真的耶,2016-12-10T11:15:08+0000,link,http://www.teepr.com/611774/jonhsieh/%e7%82%ba%e4%bb%80%e9%ba%bc%e5%8f%b0%e7%81%a3%e9%83%bd%e6%84%9b%e6%89%93%e5%bb%a0%e5%bb%a0/,1433215316907826_1920480378181315,1851,86,38,中國朋友認真問「為什麼台灣都愛打『廠廠』？」狠戳網友笑點！
1.43322E+15,TEEPR 趣味新聞,超猛啦！,2016-12-10T11:10:14+0000,link,http://www.teepr.com/529117/angelpan/%E6%97%A5%E6%9C%AC%E9%AB%98%E4%B8%AD%E7%94%9F%E8%BF%B7%E4%BD%A0%E7%A9%BA%E9%96%93diy/,1433215316907826_1920478051514881,31867,372,3329,這個「日本高中男生的房間」看起來沒什麼特別，但從另一個角度看之後…你的下巴會直接撞壞地板！
1.43322E+15,TEEPR 趣味新聞,感覺起來很熟呢,2016-12-10T11:00:21+0000,link,http://www.teepr.com/611541/angelpan/%e7%b4%8d%e8%b1%86%e3%80%8c%e6%80%a5%e5%88%87%e5%89%b2%e3%80%8dw%e8%b6%b4%e5%9c%9f%e8%b1%aa%e5%93%a5%ef%bc%8c/,1433215316907826_1920471321515554,1221,16,7,藝人納豆「急切割」W趴土豪哥！「不熟，沒聯絡」被臉書聚餐照狠打臉！
1.43322E+15,TEEPR 趣味新聞,注意看！,2016-12-10T10:52:31+0000,link,http://www.teepr.com/611692/jonhsieh/12%e5%bc%b5%e7%94%b1%e5%8c%bf%e5%90%8d%e9%bc%a0%e9%96%8b%e7%9a%84%e5%85%a9%e9%96%93%e8%b6%85%e8%bf%b7%e4%bd%a0%e5%ba%97%e5%ae%b6/,1433215316907826_1920462658183087,7240,61,601,城市裡出現了「給小老鼠的店」！小老鼠購買櫥窗裡的小產品萌翻網友了！(12張)
1.43322E+15,TEEPR 趣味新聞,什麼跟什麼？！,2016-12-10T10:40:07+0000,link,http://www.teepr.com/611062/jonhsieh/%e8%b6%85%e8%81%b0%e6%98%8e%e7%9a%84%e7%8b%97%e7%8b%97%e8%87%aa%e5%b7%b1%e9%a8%8e%e8%bb%8a/,1433215316907826_1920454114850608,763,8,17,可能是肚子餓了，網友拍到超聰明的狗狗自己「騎車」出去找主人…(影片)
1.43322E+15,TEEPR 趣味新聞,這也太輕鬆了吧？,2016-12-10T10:20:16+0000,link,http://www.teepr.com/606767/sharonlian/%e7%94%b7%e5%ad%90%e7%a4%ba%e7%af%84%e3%80%8c%e9%9a%a8%e6%89%8b%e6%91%b8%e8%b5%b0%e3%80%8d%e6%ad%a6%e8%a3%9d%e8%bb%8a%e4%b8%8a%e5%83%b9%e5%80%bc5%e5%8d%83%e8%90%ac%e9%bb%83%e9%87%91%ef%bc%8c%e6%8e%a5/,1433215316907826_1920441871518499,577,3,3,男子示範「悠哉摸走」武裝車上價值5千萬黃金，接著悠哉散步離去「到現在都沒被抓」！(影片)
1.43322E+15,TEEPR 趣味新聞,1:46感覺有看過...,2016-12-10T10:00:18+0000,link,http://www.teepr.com/611576/jonhsieh/%e8%9c%98%e8%9b%9b%e4%ba%ba%e8%bf%94%e6%a0%a1%e6%97%a5%e6%96%b0%e9%a0%90%e5%91%8a%e5%87%ba%e7%88%90/,1433215316907826_1920427464853273,1678,4,12,《蜘蛛人：返校日》新預告出爐，1:46郵輪分兩半他兩邊拉住快爆掉！
